Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Use Static Analysis to Check Code Quality	Coding	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Assure Application Security	Coding	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Automate Model Deployment	Deployment	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Enable Shadow Deployment	Deployment	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Communicate, Align, and Collaborate With Others	Team	2	2
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Perform Risk Assessments	Governance	3	3
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Enforce Fairness and Privacy	Governance	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Explain Results and Decisions to Users	Governance	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Responsibility	Ownership	The extent to which there exists people appointed to maintaining the ML System and supporting all the relevant stakeholders.	Serban	Have Your Application Audited	Governance	3	3
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	3	3
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Test all Feature Extraction Code	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	2	2
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Actively Remove or Archive Features That are Not Used	Training	1	1
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Employ Interpretable Models When Possible	Training	2	2
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Peer Review Training Scripts	Training	2	2
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Enable Parallel Training Experiments	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Automate Feature Generation and Selection	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Assess and Manage Subgroup Bias	Training	2	2
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Run Automated Regression Tests	Coding	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Use Continuous Integration	Coding	0	0
Responsibility	Standards Compliance	The extent to which applicable standards are followed in the ML system.	Serban	Assure Application Security	Coding	3	3
